Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
SRR27848300_2 - polya	(1, 0.0037865760332408314)	(2, 0.00832684952532737)	(3, 0.012237031941818898)	(4, 0.015067919597243372)	(5, 0.01858316454529975)	(6, 0.02208032075434383)	(7, 0.02516143596610508)	(8, 0.030964906399217024)	(9, 0.04236081197696411)	(10, 0.053524578737386724)	(11, 0.0575312344286105)	(12, 0.06218004035477082)	(13, 0.06798049599804738)	(14, 0.07300012107395978)	(15, 0.0783513730317643)	(16, 0.08379909826430108)	(17, 0.09040751758346023)	(18, 0.09568038500554481)	(19, 0.10111002149906928)	(20, 0.10666326437584445)	(21, 0.1117612739874768)	(22, 0.11723010274886125)	(23, 0.12258738428633653)	(24, 0.1290390345340558)	(25, 0.13482743101799083)	(26, 0.14027515625052758)	(27, 0.14544250602837375)	(28, 0.15069125513177525)	(29, 0.15598221129287212)	(30, 0.16157163164767188)	(31, 0.16713090410411782)	(32, 0.17256657017731306)	(33, 0.1779148073452822)	(34, 0.18294046200086536)	(35, 0.18821031463311455)	(36, 0.19351031516371756)	(37, 0.19877413821629597)	(38, 0.2047072446123294)	(39, 0.21032078328581222)	(40, 0.21520775760896776)
SRR27848300_2 - polyg	(1, 4.8109111756088545)	(2, 4.828767775803827)	(3, 4.831523293713367)	(4, 4.834305944731426)	(5, 4.8362293806464)	(6, 4.838195023619069)	(7, 4.840462145575278)	(8, 4.843124204999921)	(9, 4.862331431041144)	(10, 4.865650714649901)	(11, 4.868988086997669)	(12, 4.872192808592682)	(13, 4.8766094757015175)	(14, 4.87836408338571)	(15, 4.879799123347352)	(16, 4.881430124648294)	(17, 4.882922445616809)	(18, 4.8846077131347885)	(19, 4.88584076217746)	(20, 4.887131092227004)	(21, 4.8883128898424735)	(22, 4.889527850146133)	(23, 4.890549863900327)	(24, 4.891529670596827)	(25, 4.8924009448592525)	(26, 4.893558624156039)	(27, 4.894637918917107)	(28, 4.895626769983112)	(29, 4.896501059035374)	(30, 4.897755211606893)	(31, 4.8988164176289475)	(32, 4.8997600468474225)	(33, 4.900794119760959)	(34, 4.901583994697829)	(35, 4.902494461228114)	(36, 4.903426031287248)	(37, 4.904336497817534)	(38, 4.905265053086831)	(39, 4.906323244319051)	(40, 4.907239740429007)
SRR27848301_1 - illumina_universal_adapter	(1, 0.00026712379824145804)	(2, 0.00036454541877657806)	(3, 0.00042425544426584515)	(4, 0.0007730876984399844)	(5, 0.0008076566605653496)	(6, 0.0009585030407487612)	(7, 0.0010527820283633934)	(8, 0.0011093494209321727)	(9, 0.0011879152439443663)	(10, 0.0012853368644794862)	(11, 0.0013450468899687533)	(12, 0.001423612712980947)	(13, 0.0016215985869716747)	(14, 0.00175358916963216)	(15, 0.0019044355498155714)	(16, 0.002237554639387272)	(17, 0.003051496565793597)	(18, 0.003956574846894067)	(19, 0.00595528938432427)	(20, 0.00802942711184618)	(21, 0.013906150673158257)	(22, 0.031080639583623764)	(23, 0.0524002613162126)	(24, 0.06038254893425147)	(25, 0.06748804196747425)	(26, 0.07899007845645939)	(27, 0.09667995916588489)	(28, 0.12618928228926476)	(29, 0.1722508530048536)	(30, 0.24016000778367322)	(31, 0.32728950550419583)	(32, 0.43072926808204987)	(33, 0.5159794713161209)	(34, 0.5845265805777995)	(35, 0.6535136584483464)	(36, 0.7332893951349276)	(37, 0.8314558196722033)	(38, 0.9453322661789971)	(39, 1.0761977862539476)	(40, 1.2250485945328495)
SRR27848301_1 - polya	(1, 0.015134920145068963)	(2, 0.021357333327634693)	(3, 0.027278053749833598)	(4, 0.03245082753695642)	(5, 0.03728419696866657)	(6, 0.04199500371647769)	(7, 0.046932080034563936)	(8, 0.05439897585364281)	(9, 0.07010271255732005)	(10, 0.08583787559020217)	(11, 0.09129034370724841)	(12, 0.0975473258519395)	(13, 0.10505507589898472)	(14, 0.11200029465326262)	(15, 0.12068967467841123)	(16, 0.1272357790517872)	(17, 0.13457696955404655)	(18, 0.14131163190265178)	(19, 0.14735177237582922)	(20, 0.15493808824588665)	(21, 0.1614590515558987)	(22, 0.1674583378011098)	(23, 0.1730993638933853)	(24, 0.1798151704444676)	(25, 0.18592444884189577)	(26, 0.19157490283293274)	(27, 0.19655911864482628)	(28, 0.20215300524329446)	(29, 0.20802030090584508)	(30, 0.2142961388480591)	(31, 0.2210873685892331)	(32, 0.2276020466334042)	(33, 0.23488038447725382)	(34, 0.24232213923296878)	(35, 0.24950934072212425)	(36, 0.2573124982636953)	(37, 0.26863540467621266)	(38, 0.2829249565656704)	(39, 0.29837414000278817)	(40, 0.3120508784727508)
SRR27848301_2 - illumina_universal_adapter	(1, 0.0002325548361160929)	(2, 0.00028912222868487226)	(3, 0.00029226486160535995)	(4, 0.00035826015293560255)	(5, 0.00037397331753804126)	(6, 0.0004211128113453574)	(7, 0.00045882440639121027)	(8, 0.000559388659846818)	(9, 0.000656810280381938)	(10, 0.0007322334704736438)	(11, 0.0008107992934858374)	(12, 0.0009427898761463225)	(13, 0.0010590672942043689)	(14, 0.0012067710414672929)	(15, 0.0014047569154580204)	(16, 0.0017064496758248436)	(17, 0.002554960564356534)	(18, 0.0034977504405028564)	(19, 0.005443040218284768)	(20, 0.007529748477488629)	(21, 0.013403329405880219)	(22, 0.030540106721299875)	(23, 0.051649172048216035)	(24, 0.05959689070412953)	(25, 0.06668981320567037)	(26, 0.07827984341642916)	(27, 0.09576859561894344)	(28, 0.1257273152499531)	(29, 0.17245198151176483)	(30, 0.24046484317696054)	(31, 0.32750634717570953)	(32, 0.4322754434789298)	(33, 0.5187292751215477)	(34, 0.5883543074749535)	(35, 0.6571276863069073)	(36, 0.7378744965659193)	(37, 0.8358177941658402)	(38, 0.9492417015320839)	(39, 1.0799092357330435)	(40, 1.2288668935312421)
SRR27848301_2 - polya	(1, 0.01046496762522418)	(2, 0.013170774569764124)	(3, 0.015358047082423594)	(4, 0.018158133014578172)	(5, 0.021759590341457122)	(6, 0.02510020913593559)	(7, 0.028371690006163332)	(8, 0.03399700293383639)	(9, 0.04226527014763964)	(10, 0.0505052536651585)	(11, 0.05454039433506476)	(12, 0.05953403804571978)	(13, 0.06584444495005916)	(14, 0.07143204628268637)	(15, 0.07688137176681212)	(16, 0.08274238216352175)	(17, 0.08981959150046015)	(18, 0.09547318812441759)	(19, 0.10080937882340578)	(20, 0.10786144709698027)	(21, 0.11345847632836893)	(22, 0.11931948672507857)	(23, 0.1250296507416048)	(24, 0.13205657795181538)	(25, 0.13822870900765333)	(26, 0.1444668353548215)	(27, 0.15018642727010917)	(28, 0.1561762856165588)	(29, 0.1614810499863421)	(30, 0.16708750711649226)	(31, 0.17280395639885945)	(32, 0.17913636173364225)	(33, 0.1849188063073397)	(34, 0.19147119594655665)	(35, 0.19694880512696677)	(36, 0.20258354595340128)	(37, 0.20851997954020263)	(38, 0.21556261991501566)	(39, 0.2218353152243092)	(40, 0.227400918126493)
SRR27848301_2 - polyg	(1, 0.7146850082456403)	(2, 0.7365043086125866)	(3, 0.7372396847159808)	(4, 0.7383301783393901)	(5, 0.7391001234049095)	(6, 0.7399392063946797)	(7, 0.7407468630552451)	(8, 0.7424941669590363)	(9, 0.7438769254440509)	(10, 0.7450271290929494)	(11, 0.746403602312123)	(12, 0.7477769328983762)	(13, 0.7494299578145527)	(14, 0.7502124734117541)	(15, 0.750759291539919)	(16, 0.7513783902252551)	(17, 0.7519912036447503)	(18, 0.7525914465325634)	(19, 0.753182261521615)	(20, 0.7537636486119054)	(21, 0.754360748866798)	(22, 0.7549798475521341)	(23, 0.7556020888703906)	(24, 0.7561237659351916)	(25, 0.7567365793546867)	(26, 0.7574248159642736)	(27, 0.7580816262446555)	(28, 0.7587447217908784)	(29, 0.7594769552613521)	(30, 0.760146336073416)	(31, 0.760771720024593)	(32, 0.7615416650901125)	(33, 0.7621921901046534)	(34, 0.7629684204360139)	(35, 0.7638357871220686)	(36, 0.7646308732509519)	(37, 0.765617659987985)	(38, 0.7664787414081987)	(39, 0.7673146817650485)	(40, 0.7682606142741153)
SRR27848302_1 - illumina_universal_adapter	(1, 0.004771357616935466)	(2, 0.005041376568890656)	(3, 0.005204001619500033)	(4, 0.005559935692531874)	(5, 0.005612098444614127)	(6, 0.005839159836030992)	(7, 0.005943485340195497)	(8, 0.006007921681002985)	(9, 0.006072358021810474)	(10, 0.006351582165309591)	(11, 0.00650500202437504)	(12, 0.006578643556726456)	(13, 0.007265964525339667)	(14, 0.007422452781586426)	(15, 0.007787592046162194)	(16, 0.008250920020539851)	(17, 0.010162531464495346)	(18, 0.012215289178791054)	(19, 0.015458584999434647)	(20, 0.018536187372287558)	(21, 0.02780274685984068)	(22, 0.05457758066394285)	(23, 0.08682950343668155)	(24, 0.0992810591984334)	(25, 0.11084584817478695)	(26, 0.12805955636193034)	(27, 0.15399058094117254)	(28, 0.19725191280044788)	(29, 0.2655789812338363)	(30, 0.36608433090761194)	(31, 0.4906980772349323)	(32, 0.6390151917878645)	(33, 0.7610177321138909)	(34, 0.8570524270944995)	(35, 0.9512338101775973)	(36, 1.058115289194133)	(37, 1.1875924450538282)	(38, 1.3379132229661552)	(39, 1.5079024268106727)	(40, 1.698087820902566)
SRR27848302_1 - polya	(1, 0.019254192312713858)	(2, 0.025231430021903752)	(3, 0.030383268889321535)	(4, 0.0348815391571205)	(5, 0.03963755478814942)	(6, 0.04384739572090534)	(7, 0.04843158110978096)	(8, 0.05610257406305341)	(9, 0.07027856904070091)	(10, 0.08393907329188849)	(11, 0.08867667853982956)	(12, 0.09442071806323997)	(13, 0.10152098914078896)	(14, 0.10773142503575833)	(15, 0.11518456178915785)	(16, 0.12126919339969355)	(17, 0.1278447685592387)	(18, 0.1339201949782305)	(19, 0.139566045791839)	(20, 0.14611093697957106)	(21, 0.15207896949721705)	(22, 0.15761435801229845)	(23, 0.1622783217278881)	(24, 0.16831079058634155)	(25, 0.17338898792140792)	(26, 0.17808363560881066)	(27, 0.1830206866735368)	(28, 0.18785341223409846)	(29, 0.19303286667614802)	(30, 0.1987707694051958)	(31, 0.20434604708363424)	(32, 0.21022509608302223)	(33, 0.2164263267864477)	(34, 0.2224710692336264)	(35, 0.22827340830348167)	(36, 0.23488580422920252)	(37, 0.24478445353610528)	(38, 0.2571531625739618)	(39, 0.2703871596169474)	(40, 0.2819181962243066)
SRR27848302_2 - illumina_universal_adapter	(1, 0.004541227828337292)	(2, 0.004752947233847612)	(3, 0.004783631205660702)	(4, 0.004838862354924264)	(5, 0.004863409532374735)	(6, 0.004958529844995314)	(7, 0.005019897788621493)	(8, 0.005087402526610291)	(9, 0.00515183886741778)	(10, 0.005434131408098206)	(11, 0.005609030047432818)	(12, 0.005802339069855284)	(13, 0.006397608123029226)	(14, 0.00659705393981431)	(15, 0.007087997488823747)	(16, 0.008011585040397751)	(17, 0.009932401675897172)	(18, 0.012160058029527493)	(19, 0.015406422247352395)	(20, 0.01856073454973803)	(21, 0.028118791769515504)	(22, 0.05485066801307935)	(23, 0.08692462374930213)	(24, 0.09936083752514743)	(25, 0.11098392604794585)	(26, 0.1284492428039566)	(27, 0.15424218951003987)	(28, 0.19816936355765924)	(29, 0.2676133285650441)	(30, 0.36827209809788525)	(31, 0.4928858444252056)	(32, 0.6432986742529718)	(33, 0.7669796278371743)	(34, 0.8642048609241306)	(35, 0.9583678336241407)	(36, 1.0668694263524077)	(37, 1.196211572736125)	(38, 1.346133459014882)	(39, 1.5159324222341584)	(40, 1.7060165592190684)
SRR27848302_2 - polya	(1, 0.01692834724928165)	(2, 0.020769980520280496)	(3, 0.024562519436378397)	(4, 0.028462452253822112)	(5, 0.03287173900336312)	(6, 0.03726568376699758)	(7, 0.041045949094370246)	(8, 0.04777801251016215)	(9, 0.05744346363128544)	(10, 0.06677445945964605)	(11, 0.07110396788247303)	(12, 0.07655957807084039)	(13, 0.08328857308945099)	(14, 0.08912159613111936)	(15, 0.09489018283198025)	(16, 0.10109448193258701)	(17, 0.1087470645027716)	(18, 0.11498204757519145)	(19, 0.12074756587887103)	(20, 0.12761463877064053)	(21, 0.13329731035042477)	(22, 0.13965809770727827)	(23, 0.14573045572908877)	(24, 0.1528522055869069)	(25, 0.1596793893153194)	(26, 0.16605245026089815)	(27, 0.1719836620123684)	(28, 0.1782002347017004)	(29, 0.1838031279547706)	(30, 0.18963921939362027)	(31, 0.19546610564092604)	(32, 0.20128071829950656)	(33, 0.20705544179473007)	(34, 0.21346225510930322)	(35, 0.21901605400747245)	(36, 0.2249319237730362)	(37, 0.23087540911323168)	(38, 0.23750314702485908)	(39, 0.24385472919016868)	(40, 0.24948523801787065)
SRR27848302_2 - polyg	(1, 4.228076417204441)	(2, 4.26895360445384)	(3, 4.270107321794012)	(4, 4.271662999164936)	(5, 4.272635681071411)	(6, 4.273635978552518)	(7, 4.274844927041953)	(8, 4.279932329568563)	(9, 4.282270448220721)	(10, 4.2846453876390544)	(11, 4.287538886181029)	(12, 4.290564325801799)	(13, 4.294323112348903)	(14, 4.295645591534047)	(15, 4.296599863057434)	(16, 4.29762163931881)	(17, 4.298499200912664)	(18, 4.29933380494598)	(19, 4.300100904241307)	(20, 4.300825045976096)	(21, 4.301503161753166)	(22, 4.302218098296411)	(23, 4.3028409829242165)	(24, 4.303537509084373)	(25, 4.304191077683992)	(26, 4.304823167503342)	(27, 4.305645497947933)	(28, 4.306292929753189)	(29, 4.30690354079227)	(30, 4.307624614129877)	(31, 4.308388645028023)	(32, 4.309168017912075)	(33, 4.309898296441227)	(34, 4.310619369778834)	(35, 4.311383400676981)	(36, 4.312374492966543)	(37, 4.313212165397041)	(38, 4.314144958140159)	(39, 4.315050135308645)	(40, 4.315909286519411)
SRR27848303_1 - illumina_universal_adapter	(1, 0.00033976456599240203)	(2, 0.0004093884524662549)	(3, 0.0004511627843505666)	(4, 0.0007435831075407487)	(5, 0.0007825724839661063)	(6, 0.0009162503459959039)	(7, 0.0009719494551749861)	(8, 0.0010527131634846555)	(9, 0.0010917025399100131)	(10, 0.0012281653573987647)	(11, 0.0013005741993315717)	(12, 0.0013451334866748375)	(13, 0.0016041343443575701)	(14, 0.0017628768055179549)	(15, 0.0019299741330552017)	(16, 0.002255813921752833)	(17, 0.003077375782144297)	(18, 0.004522767665341483)	(19, 0.0068398506071913065)	(20, 0.009683290130783458)	(21, 0.017431036217593805)	(22, 0.041337093877255926)	(23, 0.07013910323375938)	(24, 0.08085282688435587)	(25, 0.09122678596895994)	(26, 0.10799221783186372)	(27, 0.13457461768758075)	(28, 0.17917846431818985)	(29, 0.24677211826246517)	(30, 0.3445686141590979)	(31, 0.46584506953017274)	(32, 0.6142358512496249)	(33, 0.737369871911822)	(34, 0.8348349581088392)	(35, 0.9358174430505154)	(36, 1.0516409556329582)	(37, 1.1945592998755654)	(38, 1.3592643506735707)	(39, 1.5431104003409677)	(40, 1.7524471473241716)
SRR27848303_1 - polya	(1, 0.003974131439927522)	(2, 0.01040180863919362)	(3, 0.01638389296502706)	(4, 0.02177278177810327)	(5, 0.02687482017890721)	(6, 0.031394802888789736)	(7, 0.03654697048785485)	(8, 0.044745879359015764)	(9, 0.0610768581703227)	(10, 0.07748581573448034)	(11, 0.08347346997123169)	(12, 0.09033003031117671)	(13, 0.09881857455006886)	(14, 0.10609844811977492)	(15, 0.1152219622033086)	(16, 0.12246563135204826)	(17, 0.13030249601354513)	(18, 0.13770490762344517)	(19, 0.1445865325625208)	(20, 0.1520084388606335)	(21, 0.1589708275080188)	(22, 0.1654040746182028)	(23, 0.17135830938944668)	(24, 0.17796422373808585)	(25, 0.1843640513827624)	(26, 0.19050487816975623)	(27, 0.196467467807377)	(28, 0.20242448753407985)	(29, 0.20886887446609967)	(30, 0.2154525091710672)	(31, 0.22198601467777354)	(32, 0.22880358564129322)	(33, 0.23589965215070832)	(34, 0.24282026646620927)	(35, 0.24966847193977745)	(36, 0.25742457289296466)	(37, 0.2678486611758299)	(38, 0.27967358205454906)	(39, 0.29235626921462615)	(40, 0.30322316541546507)
SRR27848303_2 - illumina_universal_adapter	(1, 0.00030077518956704444)	(2, 0.0003258397886976315)	(3, 0.0003509043878282185)	(4, 0.000387108808794622)	(5, 0.0003926787197125302)	(6, 0.00042609818521997957)	(7, 0.0004623026061863831)	(8, 0.0005263565817423278)	(9, 0.0005848406463803642)	(10, 0.0007407981520817946)	(11, 0.0008132069940146016)	(12, 0.0009246052123727662)	(13, 0.0011195520944995542)	(14, 0.0013256387984621587)	(15, 0.0015595750570143044)	(16, 0.002005167930446963)	(17, 0.0028768589890996008)	(18, 0.004416939357901226)	(19, 0.006784151498012224)	(20, 0.009633160932522283)	(21, 0.017673327342522815)	(22, 0.04158216995764389)	(23, 0.07023657667482278)	(24, 0.08091966581537076)	(25, 0.09137995851920241)	(26, 0.10834869213060984)	(27, 0.13493944685270373)	(28, 0.1803342208336558)	(29, 0.24917274986808363)	(30, 0.3475178819901303)	(31, 0.468925230267776)	(32, 0.6196247400627011)	(33, 0.7449143162501287)	(34, 0.8441701288072534)	(35, 0.945369840274728)	(36, 1.0626665942949576)	(37, 1.2057854553306095)	(38, 1.3704013875539283)	(39, 1.5544563088807468)	(40, 1.764316627490234)
SRR27848303_2 - polya	(1, 0.004954435761479371)	(2, 0.007892563770675962)	(3, 0.010944874953689673)	(4, 0.014036175513128739)	(5, 0.017904478645616007)	(6, 0.022120901210472537)	(7, 0.025613235356000994)	(8, 0.03199913822338278)	(9, 0.04228397873330033)	(10, 0.0521482909689158)	(11, 0.05662649934691402)	(12, 0.06239135714694904)	(13, 0.06924513253143512)	(14, 0.07517151774808947)	(15, 0.08130398966870643)	(16, 0.08759520405048378)	(17, 0.09507280945777558)	(18, 0.10171771318284009)	(19, 0.10794487358906149)	(20, 0.11527209140156977)	(21, 0.12117062706363459)	(22, 0.1271972706768113)	(23, 0.1332183443790701)	(24, 0.14042580910684335)	(25, 0.14733249864504955)	(26, 0.15395790768190137)	(27, 0.15987315307671993)	(28, 0.16596942057637049)	(29, 0.17207125798693895)	(30, 0.1783624723687163)	(31, 0.18469546108237794)	(32, 0.1910284497960396)	(33, 0.1975480305254512)	(34, 0.20447421475187008)	(35, 0.2107125149799273)	(36, 0.21646344800266754)	(37, 0.22281593140454187)	(38, 0.22980338465105776)	(39, 0.2366348803918722)	(40, 0.24262810453954145)
SRR27848303_2 - polyg	(1, 2.4150660297622064)	(2, 2.4505630720420353)	(3, 2.451640849804651)	(4, 2.452908004538475)	(5, 2.4537184265770304)	(6, 2.4546123972793548)	(7, 2.4555537122244813)	(8, 2.4587480561359016)	(9, 2.460432954188569)	(10, 2.4622041858604637)	(11, 2.4638612343585415)	(12, 2.465752219115171)	(13, 2.4680581622351854)	(14, 2.4690496063785727)	(15, 2.469726350555099)	(16, 2.4704671487071805)	(17, 2.4710798389081505)	(18, 2.471748228218299)	(19, 2.4723497785974335)	(20, 2.4729541139320266)	(21, 2.473522244845653)	(22, 2.474070881071067)	(23, 2.474566603142761)	(24, 2.4751375190118465)	(25, 2.4756917251481783)	(26, 2.4762375764181335)	(27, 2.4769059657282826)	(28, 2.4775854948602674)	(29, 2.4782399593931213)	(30, 2.478819230128584)	(31, 2.4794291353740947)	(32, 2.4800557503523595)	(33, 2.4808076883262773)	(34, 2.4815094971019334)	(35, 2.482275359853146)	(36, 2.482999448272474)	(37, 2.4837569561573094)	(38, 2.484531173774899)	(39, 2.4852942515706524)	(40, 2.4861937921838946)
SRR27848304_1 - illumina_universal_adapter	(1, 0.0005056284136787875)	(2, 0.0006312503798101632)	(3, 0.0008008400340875205)	(4, 0.0012248141697809138)	(5, 0.0012782035053867484)	(6, 0.0015796962241020503)	(7, 0.0017492858783794076)	(8, 0.002016232556408581)	(9, 0.002088465186934122)	(10, 0.0023240063734304515)	(11, 0.002471612183634818)	(12, 0.002660045132831882)	(13, 0.0029678189498537526)	(14, 0.0031970790380435135)	(15, 0.0036210531737369063)	(16, 0.004296271241693051)	(17, 0.005982746137006771)	(18, 0.007917324415429958)	(19, 0.011880697446874863)	(20, 0.016377963834378114)	(21, 0.028820819579690887)	(22, 0.06571913158162923)	(23, 0.10908383429018015)	(24, 0.12485567213797437)	(25, 0.13971361018216286)	(26, 0.16247316989601485)	(27, 0.19699094563976363)	(28, 0.25436249757196294)	(29, 0.3395938610429481)	(30, 0.46632130047628)	(31, 0.6213702121739305)	(32, 0.8082611517367315)	(33, 0.9629614624783676)	(34, 1.0845195580053932)	(35, 1.2076542092073679)	(36, 1.3466580552808884)	(37, 1.5177708758975885)	(38, 1.7117123483095131)	(39, 1.9301281202729828)	(40, 2.175138062466465)
SRR27848304_1 - polya	(1, 0.005762907696276864)	(2, 0.011676561751911377)	(3, 0.01753682647194006)	(4, 0.022593110608727932)	(5, 0.027862952087939145)	(6, 0.03211211509233293)	(7, 0.037096166598595263)	(8, 0.04507630199709091)	(9, 0.061404017045016475)	(10, 0.07770974824886905)	(11, 0.08328422299594884)	(12, 0.08988565731615264)	(13, 0.0973004938670571)	(14, 0.10524608322486662)	(15, 0.11377895527434032)	(16, 0.12083890977092364)	(17, 0.12884416956264555)	(18, 0.13604858932027997)	(19, 0.14253068277265896)	(20, 0.15014023337106702)	(21, 0.15710911194220512)	(22, 0.16380476273700742)	(23, 0.1696242003180434)	(24, 0.17691969600112306)	(25, 0.18308459398902033)	(26, 0.18827592173939944)	(27, 0.1933541897202603)	(28, 0.19927098432504808)	(29, 0.20542332011633221)	(30, 0.21229798221287177)	(31, 0.21910669277719233)	(32, 0.2259342466364326)	(33, 0.23347784570262173)	(34, 0.24109681794848967)	(35, 0.24807511816708758)	(36, 0.2563379029893788)	(37, 0.26845414162275)	(38, 0.28341885833815017)	(39, 0.299749713935229)	(40, 0.3140203692877533)
SRR27848304_2 - illumina_universal_adapter	(1, 0.00046794182383937474)	(2, 0.000533893356058347)	(3, 0.0006124070848904569)	(4, 0.0006940613628758512)	(5, 0.0007191857561021262)	(6, 0.0008887754103794835)	(7, 0.0010458028680437033)	(8, 0.001337873939299152)	(9, 0.0014289498647443992)	(10, 0.0016393666580144536)	(11, 0.0017649886241458295)	(12, 0.001984827064875737)	(13, 0.0022737575869779016)	(14, 0.002534423166700506)	(15, 0.0030463326786858624)	(16, 0.003800064475474117)	(17, 0.005464555526714846)	(18, 0.007502771927196418)	(19, 0.01150697209763402)	(20, 0.016029362878363547)	(21, 0.028635527179647107)	(22, 0.06566260169687012)	(23, 0.10893936902912907)	(24, 0.12467352028708388)	(25, 0.13955344217534535)	(26, 0.16277466261473014)	(27, 0.19716995694150083)	(28, 0.2555904522908971)	(29, 0.34220993848763404)	(30, 0.46977276399573953)	(31, 0.6253367257545287)	(32, 0.8155315230265849)	(33, 0.9729107221959724)	(34, 1.0966797643269104)	(35, 1.2204079793188558)	(36, 1.3617892211014127)	(37, 1.5333103131080397)	(38, 1.7276412136149715)	(39, 1.9468232795718428)	(40, 2.1929229923215146)
SRR27848304_2 - polya	(1, 0.004936943268963068)	(2, 0.007763437506919022)	(3, 0.010401498795677913)	(4, 0.01331592840992583)	(5, 0.0169244193870496)	(6, 0.02038216400481572)	(7, 0.023516432059793542)	(8, 0.02913801504417261)	(9, 0.03734112943255145)	(10, 0.045236470003908416)	(11, 0.04919984303535332)	(12, 0.05396091555173246)	(13, 0.0605340849295567)	(14, 0.06564061785279712)	(15, 0.0713784011558477)	(16, 0.07694345425546766)	(17, 0.0836548077960364)	(18, 0.08911308222444468)	(19, 0.09446143743248801)	(20, 0.10119791536628303)	(21, 0.10632957268274973)	(22, 0.11168420898909963)	(23, 0.117242980990413)	(24, 0.1238444153106168)	(25, 0.12999675110190093)	(26, 0.1358789996660026)	(27, 0.14148802045376851)	(28, 0.14693687323471694)	(29, 0.15260556445639528)	(30, 0.15826483403061375)	(31, 0.16351897276405855)	(32, 0.169288161558642)	(33, 0.17460197072599917)	(34, 0.18031148908667022)	(35, 0.18533008663361866)	(36, 0.19077265831626053)	(37, 0.19660465809390965)	(38, 0.20322807625818642)	(39, 0.2092704928291056)	(40, 0.21466281572529491)
SRR27848304_2 - polyg	(1, 1.4025818140534236)	(2, 1.4200369862473783)	(3, 1.4208660912238453)	(4, 1.4220343755088671)	(5, 1.4228132316988817)	(6, 1.4235669634956698)	(7, 1.4244997065941953)	(8, 1.4265410635438303)	(9, 1.4279417484661951)	(10, 1.4292513574631147)	(11, 1.4305609664600343)	(12, 1.432027602914618)	(13, 1.4337454833014647)	(14, 1.434533761138939)	(15, 1.4351775737153623)	(16, 1.4357460131121067)	(17, 1.436311311959698)	(18, 1.4368326431191432)	(19, 1.4373885203192744)	(20, 1.4379977868550118)	(21, 1.4385725073500628)	(22, 1.439128384550194)	(23, 1.4396465751604859)	(24, 1.4401270791809384)	(25, 1.4405824588081648)	(26, 1.4411100710659166)	(27, 1.4416753699135076)	(28, 1.4423254635882377)	(29, 1.4429001840832887)	(30, 1.4434466396359602)	(31, 1.444074749466617)	(32, 1.4446997187481205)	(33, 1.4453089852838577)	(34, 1.4458899868772153)	(35, 1.446549502199405)	(36, 1.4472247202673612)	(37, 1.4479062194336239)	(38, 1.4486222646405729)	(39, 1.4493100449051421)	(40, 1.450170555373142)
SRR27848305_1 - illumina_universal_adapter	(1, 0.0020185866944040496)	(2, 0.0022593901145023234)	(3, 0.002503166416330206)	(4, 0.0029104512132865456)	(5, 0.003023420719011662)	(6, 0.003302871601594844)	(7, 0.0035109733226674263)	(8, 0.00387663777540925)	(9, 0.004010417453241624)	(10, 0.00424824799161029)	(11, 0.004456349712682872)	(12, 0.004670397197214671)	(13, 0.0052679464248659436)	(14, 0.005603882060311684)	(15, 0.0060260312659160655)	(16, 0.006709794063725979)	(17, 0.00807137389588659)	(18, 0.009688621556793515)	(19, 0.012729879566182828)	(20, 0.01613977491004357)	(21, 0.024767077689366916)	(22, 0.05071141654365873)	(23, 0.08151938990758975)	(24, 0.09323848968570575)	(25, 0.10398545713823984)	(26, 0.12075251009323076)	(27, 0.14586444206323224)	(28, 0.18924473226167685)	(29, 0.25436570654874713)	(30, 0.3507613966312969)	(31, 0.47201929661856107)	(32, 0.6179996810692481)	(33, 0.7395102760035289)	(34, 0.8359000203226195)	(35, 0.9326732663848295)	(36, 1.0436093210068937)	(37, 1.1802072907189367)	(38, 1.3361200730282452)	(39, 1.5128162715092452)	(40, 1.7125255474591434)
SRR27848305_1 - polya	(1, 0.0052025430268145606)	(2, 0.011252357346567493)	(3, 0.016990019084711552)	(4, 0.02203202649812726)	(5, 0.02672323386744919)	(6, 0.03093580727830418)	(7, 0.036043218089771276)	(8, 0.044414853040348305)	(9, 0.06092921104832253)	(10, 0.07745546058321517)	(11, 0.08306231552525647)	(12, 0.08951049599677692)	(13, 0.09769186651665902)	(14, 0.10575134888562718)	(15, 0.1153359195818844)	(16, 0.12275028661552755)	(17, 0.13081571474795492)	(18, 0.13828953941619024)	(19, 0.14551661490086806)	(20, 0.15321340569882402)	(21, 0.16044642694696107)	(22, 0.1673554040865708)	(23, 0.17365791335334044)	(24, 0.18131011092535224)	(25, 0.18781180326800564)	(26, 0.19360297687728265)	(27, 0.1991949674106759)	(28, 0.20511100205259647)	(29, 0.2113124333405594)	(30, 0.21864355968577354)	(31, 0.2256387503955419)	(32, 0.2333533784838755)	(33, 0.24137421339035875)	(34, 0.24942477711413807)	(35, 0.2572702119985744)	(36, 0.26563887406742187)	(37, 0.2781487603856137)	(38, 0.2935512606267144)	(39, 0.3104996593672114)	(40, 0.32551271210173344)
