Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
SRR29492982_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 8.388528411069867e-05)	(4, 0.0004095575635992935)	(5, 0.0004465657771775429)	(6, 0.0005255166328111417)	(7, 0.00063407405930734)	(8, 0.0007697708424275878)	(9, 0.0009622135530344848)	(10, 0.0014882236286933364)	(15, 0.0026483077636595283)	(20, 0.004012183794729946)	(25, 0.005293161427385086)	(30, 0.007127781935170838)	(35, 0.00938133542066237)	(40, 0.011818449645502023)	(45, 0.01448748200876537)	(50, 0.017383991524823027)	(55, 0.02022178134200319)	(60, 0.023566830406629224)	(65, 0.02756963878725268)	(70, 0.03183101122007618)	(75, 0.03856403887707902)	(80, 0.05497101356343627)	(85, 0.06486602298856474)	(90, 0.07447187490493515)	(95, 0.0846279155965022)	(100, 0.09670739650844282)	(105, 0.11267718083172902)	(110, 0.13301442780009634)	(115, 0.15446586871859283)	(120, 0.1810412201677099)	(125, 0.2059946249764042)	(130, 0.23448848221741767)	(135, 0.269255971824216)	(140, 0.29553032313622996)
SRR29492982_2 - illumina_universal_adapter	(1, 0.012415022048383403)	(2, 0.012459431904677304)	(3, 0.012464366333154403)	(4, 0.012474235190108603)	(5, 0.012474235190108603)	(6, 0.012474235190108603)	(7, 0.012476702404347152)	(8, 0.012481636832824253)	(9, 0.012486571261301352)	(10, 0.01255713358852388)	(15, 0.012729838585222381)	(20, 0.01334417493062132)	(25, 0.014663147662550127)	(30, 0.01756261783569404)	(35, 0.02196659525150572)	(40, 0.028555537596977248)	(45, 0.0368448839956574)	(50, 0.04773270043037838)	(55, 0.06381597660863787)	(60, 0.08753774806944803)	(65, 0.11663656624175398)	(70, 0.14862449228740193)	(75, 0.1919112726599133)	(80, 0.24854321484874137)	(85, 0.3242847182008343)	(90, 0.4266420353155566)	(95, 0.5779133550380748)	(100, 0.7820407922787445)	(105, 1.060609510967791)	(110, 1.4138178751299946)	(115, 1.8729057514538738)	(120, 2.416302285851787)	(125, 3.038534210256935)	(130, 3.7308937387357792)	(135, 4.4944664455532815)	(140, 5.005849394877466)
SRR29492982_2 - polya	(1, 0.2039670683151638)	(2, 0.21309329378356012)	(3, 0.22154350255059374)	(4, 0.23712396046703674)	(5, 0.24625018593543305)	(6, 0.2556354688988771)	(7, 0.2685118600098694)	(8, 0.2858933843204538)	(9, 0.3150509221916373)	(10, 0.37603799095435375)	(15, 0.44732469227732086)	(20, 0.5144141687376669)	(25, 0.5883615138954863)	(30, 0.6616999505792316)	(35, 0.7270638574011358)	(40, 0.78335186992511)	(45, 0.8407550632849088)	(50, 0.8938534612412857)	(55, 0.9514900530680512)	(60, 1.0013415970864963)	(65, 1.0537649652272059)	(70, 1.1127481625853721)	(75, 1.1789973058760679)	(80, 1.2387714921191133)	(85, 1.3017140748873044)	(90, 1.367514185186584)	(95, 1.4316523799747767)	(100, 1.489480427626454)	(105, 1.5516685362804963)	(110, 1.6184885929459927)	(115, 1.6785583514548166)	(120, 1.7364816335761013)	(125, 1.7929581412679005)	(130, 1.8545782972042293)	(135, 1.9216051064229163)	(140, 1.9570806865161783)
SRR29492982_2 - polyg	(1, 0.3887811524964643)	(2, 0.39267441656489616)	(3, 0.39373778590171116)	(4, 0.3943323845332017)	(5, 0.3949689258067476)	(6, 0.3956400080796332)	(7, 0.39637277070848254)	(8, 0.3976261155416659)	(9, 0.39868948487848094)	(10, 0.40166691902156304)	(15, 0.4044459891398657)	(20, 0.40638669985990905)	(25, 0.4081882596968983)	(30, 0.4099695883771314)	(35, 0.41186736956942394)	(40, 0.41408095418425106)	(45, 0.41855845458437146)	(50, 0.42653199756051724)	(55, 0.4354717016324791)	(60, 0.44053689246422223)	(65, 0.4442520236646308)	(70, 0.44985111965759605)	(75, 0.46344349634061555)	(80, 0.47175998209591974)	(85, 0.47710396813661893)	(90, 0.4833539152457137)	(95, 0.4924678046429173)	(100, 0.5052065251993983)	(105, 0.5312045485166947)	(110, 0.5565497469464707)	(115, 0.5866941705130742)	(120, 0.6302084280383798)	(125, 0.6665726987003677)	(130, 0.7056282066537659)	(135, 0.7517034325586864)	(140, 0.7861975548278535)
SRR29492983_1 - illumina_universal_adapter	(1, 0.013568080638029681)	(2, 0.01360608646614741)	(3, 0.01360608646614741)	(4, 0.013626356241143533)	(5, 0.013626356241143533)	(6, 0.013626356241143533)	(7, 0.013626356241143533)	(8, 0.013626356241143533)	(9, 0.013626356241143533)	(10, 0.013638011361766306)	(15, 0.013737333259247305)	(20, 0.014384952570373427)	(25, 0.016194029988777385)	(30, 0.02063260396855337)	(35, 0.027591217724722318)	(40, 0.03825210588393309)	(45, 0.05203757985879619)	(50, 0.06984812440351436)	(55, 0.09622822307221834)	(60, 0.13547962886346027)	(65, 0.182485237079469)	(70, 0.23280241978546928)	(75, 0.29949656719958695)	(80, 0.38520021634944346)	(85, 0.4936830386399427)	(90, 0.6422594758727728)	(95, 0.8589307019719528)	(100, 1.1364350700451211)	(105, 1.4855196147952232)	(110, 1.9105504457564222)	(115, 2.4342601155868713)	(120, 3.049504035344812)	(125, 3.740178375540199)	(130, 4.505552410784422)	(135, 5.344848288462005)	(140, 5.900708861902555)
SRR29492983_1 - polya	(1, 0.2642469217369545)	(2, 0.274564237209981)	(3, 0.28076425463692006)	(4, 0.2915477749348574)	(5, 0.29848763914915494)	(6, 0.3052324067791148)	(7, 0.3130134666557514)	(8, 0.3313272083647483)	(9, 0.3549668334539765)	(10, 0.39337197613913033)	(15, 0.463490195294468)	(20, 0.5181486570602629)	(25, 0.5696232439185417)	(30, 0.6263517564558156)	(35, 0.6766704593949406)	(40, 0.7418094083224807)	(45, 0.8041597429549293)	(50, 0.8725519907693471)	(55, 0.962697254365229)	(60, 1.0318825571263703)	(65, 1.1111895720318252)	(70, 1.1933044575186182)	(75, 1.2683598871186363)	(80, 1.3430504607687244)	(85, 1.434599406283088)	(90, 1.5259790991762336)	(95, 1.6282938289354127)	(100, 1.7000827842948063)	(105, 1.7735085239851363)	(110, 1.8497456814674287)	(115, 1.929540691205915)	(120, 2.010185511261114)	(125, 2.095271945762339)	(130, 2.1837920801479065)	(135, 2.2746016856192863)	(140, 2.3238891637554837)
SRR29492983_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 7.60116562354604e-05)	(4, 0.00035218734055763315)	(5, 0.0004104629436714861)	(6, 0.0004940757655304926)	(7, 0.000577688587389499)	(8, 0.0007297118998604198)	(9, 0.0009374770935706783)	(10, 0.001360101902239838)	(15, 0.0022428506033209845)	(20, 0.0032897844818707256)	(25, 0.004440094212900693)	(30, 0.006213699525061437)	(35, 0.008600972275229794)	(40, 0.011087060178504252)	(45, 0.013945098452957563)	(50, 0.01721005246045804)	(55, 0.020208965671134404)	(60, 0.023670029751722367)	(65, 0.027789861519684322)	(70, 0.03261406796876154)	(75, 0.04068245190596821)	(80, 0.05955817312673264)	(85, 0.07097360366017406)	(90, 0.08191776192495567)	(95, 0.093433021100253)	(100, 0.10691242147267466)	(105, 0.12531636368040433)	(110, 0.1500130575356803)	(115, 0.17776592671599672)	(120, 0.21254379316559438)	(125, 0.24464756954882852)	(130, 0.2833086181433083)	(135, 0.33191857905026023)	(140, 0.3691987492231292)
SRR29492983_2 - illumina_universal_adapter	(1, 0.013854391209849914)	(2, 0.013892397037967645)	(3, 0.013897464481716675)	(4, 0.013910133091089252)	(5, 0.013917734256712798)	(6, 0.013920267978587314)	(7, 0.013920267978587314)	(8, 0.01392280170046183)	(9, 0.013925335422336345)	(10, 0.013959794039829752)	(15, 0.014078372223557071)	(20, 0.014768558062175053)	(25, 0.016712936228678126)	(30, 0.021412990305904097)	(35, 0.028734433034503643)	(40, 0.039953753494857594)	(45, 0.05437873887084836)	(50, 0.07304264094290332)	(55, 0.10037339205892545)	(60, 0.140730007331831)	(65, 0.18924723401817556)	(70, 0.24168970263251927)	(75, 0.31123175343359216)	(80, 0.40078412611083747)	(85, 0.5139594013129393)	(90, 0.6613931299803628)	(95, 0.8739338826797078)	(100, 1.1513951774810098)	(105, 1.5205685894853938)	(110, 1.9701557461100212)	(115, 2.540922712082719)	(120, 3.199497329849871)	(125, 3.9294403051452464)	(130, 4.722268737132969)	(135, 5.588637939784124)	(140, 6.1604660284778685)
SRR29492983_2 - polya	(1, 0.22942091457174107)	(2, 0.23932016593547253)	(3, 0.24911553470234887)	(4, 0.2660914712616017)	(5, 0.2770396834813825)	(6, 0.2888772320791182)	(7, 0.30304073735765896)	(8, 0.32328517513503663)	(9, 0.3539913505322881)	(10, 0.42024767080648945)	(15, 0.5000518019437246)	(20, 0.5755754633461532)	(25, 0.6577699076998059)	(30, 0.7375547825507947)	(35, 0.8091369862052271)	(40, 0.8708067631421811)	(45, 0.9335711079289254)	(50, 0.9919860657458767)	(55, 1.0544651134495506)	(60, 1.109825922918961)	(65, 1.1664657551906272)	(70, 1.22884446750807)	(75, 1.2992312611821064)	(80, 1.3618040565951375)	(85, 1.4272404644707455)	(90, 1.4926292383751132)	(95, 1.5592392662229968)	(100, 1.6205345590668974)	(105, 1.6853025711120082)	(110, 1.755158803425521)	(115, 1.8187932283039738)	(120, 1.879306614577399)	(125, 1.9377869424187129)	(130, 2.0014223807859155)	(135, 2.070661398450796)	(140, 2.1064654222595727)
SRR29492983_2 - polyg	(1, 0.6132671099514435)	(2, 0.6186588701004122)	(3, 0.6200270799126505)	(4, 0.6209772256155937)	(5, 0.6218108201123093)	(6, 0.6226140099465306)	(7, 0.6234602730526188)	(8, 0.6251705353179166)	(9, 0.6267363754363671)	(10, 0.6306616173643662)	(15, 0.634065926074965)	(20, 0.6361369903351939)	(25, 0.6381426845710603)	(30, 0.6400961841363115)	(35, 0.6420527241678123)	(40, 0.6445494537029598)	(45, 0.649875337083191)	(50, 0.6594021313313687)	(55, 0.6694483385638221)	(60, 0.6749455015427706)	(65, 0.6793942104100446)	(70, 0.6866391347380338)	(75, 0.7041446191690603)	(80, 0.7169014020628701)	(85, 0.7272582435971391)	(90, 0.7395376732897903)	(95, 0.7543026841413412)	(100, 0.7726128786397137)	(105, 0.8012824483942296)	(110, 0.8317195425284076)	(115, 0.8675848824065472)	(120, 0.9139707422520494)	(125, 0.9594551038545992)	(130, 1.0114876162696465)	(135, 1.0786641843286717)	(140, 1.13011596769008)
SRR29492984_1 - illumina_universal_adapter	(1, 0.0036954121426699986)	(2, 0.0037143414023649503)	(3, 0.003718547904519384)	(4, 0.003729064159905468)	(5, 0.003729064159905468)	(6, 0.003731167410982685)	(7, 0.0037353739131371186)	(8, 0.0037353739131371186)	(9, 0.003741683666368769)	(10, 0.0037585096749865043)	(15, 0.00383170281247365)	(20, 0.00426244863308766)	(25, 0.005747764543818197)	(30, 0.009817555378232794)	(35, 0.016416295307892924)	(40, 0.02651400372961101)	(45, 0.039115001583432576)	(50, 0.05546104830534646)	(55, 0.07962656188213713)	(60, 0.11603509997940709)	(65, 0.15851109678423217)	(70, 0.20248671160711287)	(75, 0.26166252196503964)	(80, 0.33602464640090307)	(85, 0.43208895675192077)	(90, 0.5661194729479951)	(95, 0.7622219762353241)	(100, 1.0188291239111655)	(105, 1.3533840184593091)	(110, 1.7792801627394728)	(115, 2.3183690734932925)	(120, 2.969576410070526)	(125, 3.7200559355417484)	(130, 4.56075231271911)	(135, 5.493632081359809)	(140, 6.120441705441327)
SRR29492984_1 - polya	(1, 0.38533242335474394)	(2, 0.3964859638172249)	(3, 0.40338252409941894)	(4, 0.41389667623442594)	(5, 0.42060394391967043)	(6, 0.42688214838516275)	(7, 0.4342771791726572)	(8, 0.4524471652287335)	(9, 0.47664927537426777)	(10, 0.5161525371065545)	(15, 0.5821664373667288)	(20, 0.6328324938662363)	(25, 0.677562334525407)	(30, 0.7266551592191562)	(35, 0.7718809464823346)	(40, 0.8296988979448103)	(45, 0.8876712280363537)	(50, 0.9524088755428728)	(55, 1.034010810836732)	(60, 1.098403104516372)	(65, 1.1727139096259513)	(70, 1.2486925928397636)	(75, 1.3179774691752253)	(80, 1.385677756149112)	(85, 1.4686859251131985)	(90, 1.5515069047314127)	(95, 1.639464444130406)	(100, 1.7071701995570934)	(105, 1.775484215195312)	(110, 1.8478768553224694)	(115, 1.9232910259471567)	(120, 1.9987649289024367)	(125, 2.0778349705495422)	(130, 2.1627369067835547)	(135, 2.250074407764984)	(140, 2.3008367931638283)
SRR29492984_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 5.047802585320431e-05)	(4, 0.00029866165296479213)	(5, 0.00034913967881799643)	(6, 0.00043116647082945347)	(7, 0.00048585099883709145)	(8, 0.0006078395613156685)	(9, 0.0007361378770258961)	(10, 0.0010570939914091868)	(15, 0.0018020655229593937)	(20, 0.002708987387455298)	(25, 0.0037484140698158626)	(30, 0.005240460383993494)	(35, 0.007146005859951956)	(40, 0.009348109737797993)	(45, 0.011789563588231309)	(50, 0.01454650510024715)	(55, 0.01748811205684263)	(60, 0.020769183737300915)	(65, 0.024819624661805116)	(70, 0.02944172922909686)	(75, 0.0354974097306196)	(80, 0.04596192514020429)	(85, 0.055521201286154856)	(90, 0.06540521939842771)	(95, 0.07672071019385435)	(100, 0.0904827026422996)	(105, 0.11055781352411895)	(110, 0.13729265861683773)	(115, 0.1677532026677384)	(120, 0.2050669800286425)	(125, 0.23790251519593647)	(130, 0.27592298491878536)	(135, 0.3229365355975981)	(140, 0.35906912715353717)
SRR29492984_2 - illumina_universal_adapter	(1, 0.0038152974540713587)	(2, 0.0038342267137663104)	(3, 0.003851052722384045)	(4, 0.0038847047396195146)	(5, 0.0038847047396195146)	(6, 0.003893117743928382)	(7, 0.0039057372503916834)	(8, 0.0039099437525461165)	(9, 0.0039120470036233335)	(10, 0.003952008774090454)	(15, 0.00402772581287026)	(20, 0.004492964951150627)	(25, 0.006091015119619987)	(30, 0.010375337563910701)	(35, 0.017332050826913144)	(40, 0.02792276130113085)	(45, 0.04122035591172664)	(50, 0.05838162275116977)	(55, 0.08353187848231339)	(60, 0.12126209955650638)	(65, 0.16545603184120217)	(70, 0.21164090159559149)	(75, 0.2740027166852864)	(80, 0.35185076945652893)	(85, 0.45213756667016725)	(90, 0.5868537427174143)	(95, 0.7823559781473055)	(100, 1.0427397234573974)	(105, 1.398529461531338)	(110, 1.8503750969519874)	(115, 2.4381588972957475)	(120, 3.1372404348925906)	(125, 3.9366117142545805)	(130, 4.819243552709922)	(135, 5.797766814277734)	(140, 6.4539142669851355)
SRR29492984_2 - polya	(1, 0.3452402513208364)	(2, 0.3543704642470347)	(3, 0.3632293577842721)	(4, 0.37775440972353164)	(5, 0.3862894025948776)	(6, 0.3947865369468337)	(7, 0.4051892167747482)	(8, 0.42017698395099545)	(9, 0.4465033776845187)	(10, 0.49775792383543144)	(15, 0.5500708259283997)	(20, 0.5989697308728297)	(25, 0.6559207222412764)	(30, 0.7132932051255976)	(35, 0.7657461837403087)	(40, 0.8088127734476162)	(45, 0.8539211993006859)	(50, 0.8965532573354403)	(55, 0.9433981272778604)	(60, 0.9853424222103649)	(65, 1.0297189166885634)	(70, 1.0795912062315292)	(75, 1.1347691569418823)	(80, 1.185143282191872)	(85, 1.236524023407418)	(90, 1.2926871369223392)	(95, 1.3463604218120513)	(100, 1.3973398627220641)	(105, 1.4490137971377741)	(110, 1.505087312156806)	(115, 1.555211991829038)	(120, 1.6019033244428207)	(125, 1.6469053257913835)	(130, 1.6987155508768972)	(135, 1.7540979375919554)	(140, 1.7830353072127356)
SRR29492984_2 - polyg	(1, 0.24291918966531406)	(2, 0.24568706808293145)	(3, 0.24640848320241682)	(4, 0.24698477399757424)	(5, 0.24742225022163533)	(6, 0.24785131344138758)	(7, 0.24832454493376135)	(8, 0.24908171532155943)	(9, 0.24984309221151194)	(10, 0.25200439301845995)	(15, 0.25426791182776076)	(20, 0.25591559872165237)	(25, 0.2575473009073573)	(30, 0.25919751170254157)	(35, 0.2609915848714076)	(40, 0.26326772318717157)	(45, 0.26902137683400607)	(50, 0.27937063408455926)	(55, 0.2914508669716619)	(60, 0.2978207731841208)	(65, 0.3021000478258263)	(70, 0.3094677363493169)	(75, 0.3191018882336164)	(80, 0.32748502637718724)	(85, 0.3356418547048496)	(90, 0.34530545210423014)	(95, 0.3575160865581203)	(100, 0.3731373529588252)	(105, 0.3990208020154866)	(110, 0.4268939265911952)	(115, 0.46048747344671803)	(120, 0.5049905836397648)	(125, 0.5487588179064319)	(130, 0.5988940138340499)	(135, 0.6649954093390363)	(140, 0.7160160739701625)
SRR29492985_1 - illumina_universal_adapter	(1, 0.007220767401511958)	(2, 0.007243007958190125)	(3, 0.007247950304118607)	(4, 0.007247950304118607)	(5, 0.007250421477082849)	(6, 0.0072528926500470894)	(7, 0.0072528926500470894)	(8, 0.0072528926500470894)	(9, 0.00725536382301133)	(10, 0.007282546725617981)	(15, 0.007396220681973063)	(20, 0.00798485408205525)	(25, 0.0096573439442535)	(30, 0.013486179335048375)	(35, 0.01879524733142356)	(40, 0.026800859266378436)	(45, 0.03712097179964135)	(50, 0.051041583341803275)	(55, 0.07183749230507629)	(60, 0.10162451698144344)	(65, 0.1366899671094292)	(70, 0.1753148947751076)	(75, 0.22412303199182992)	(80, 0.28657105550197637)	(85, 0.36782519950458914)	(90, 0.48288103578127484)	(95, 0.6531829090811233)	(100, 0.8767800754661627)	(105, 1.1710290653680357)	(110, 1.5494289082212045)	(115, 2.030429381376692)	(120, 2.610787811670821)	(125, 3.2852756913458507)	(130, 4.059539650625072)	(135, 4.930509009983119)	(140, 5.510673700316851)
SRR29492985_1 - polya	(1, 0.2610003461371971)	(2, 0.2691873421677273)	(3, 0.2753504475405441)	(4, 0.2863792924799513)	(5, 0.2928068133599419)	(6, 0.29880435014415463)	(7, 0.3061783302694495)	(8, 0.3244946642804032)	(9, 0.34771874779833933)	(10, 0.3840178074700742)	(15, 0.451165507723614)	(20, 0.5032785916627122)	(25, 0.5514847511453455)	(30, 0.6008854756388928)	(35, 0.6471364430722185)	(40, 0.7062063731402477)	(45, 0.767372352116546)	(50, 0.8334974809974831)	(55, 0.9157064862334785)	(60, 0.9810966882748502)	(65, 1.0553910207409747)	(70, 1.1324006780602072)	(75, 1.2064360315996794)	(80, 1.2782206408033212)	(85, 1.368221254395568)	(90, 1.4542674970104368)	(95, 1.5462109467871699)	(100, 1.6176461321336677)	(105, 1.6922281091328302)	(110, 1.7687316702289864)	(115, 1.8499240349074928)	(120, 1.930479825430411)	(125, 2.0131252398118913)	(130, 2.103926513444552)	(135, 2.197308185886474)	(140, 2.247895073402857)
SRR29492985_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 4.200994039209558e-05)	(4, 0.00036820477167189654)	(5, 0.0003953876742785466)	(6, 0.0004522246524560877)	(7, 0.0005238886684190742)	(8, 0.0006103797221675063)	(9, 0.0007734771378074068)	(10, 0.0010962123269372705)	(15, 0.001734763420897123)	(20, 0.0025616178947321334)	(25, 0.0035861662057064176)	(30, 0.005162280322299274)	(35, 0.007285512133175069)	(40, 0.009596058854740328)	(45, 0.012200675159050252)	(50, 0.01511418808389029)	(55, 0.0180232528973947)	(60, 0.021470539182510774)	(65, 0.026029853301535268)	(70, 0.0312983940612969)	(75, 0.03906133681116332)	(80, 0.05352264099790116)	(85, 0.06407899766654551)	(90, 0.07370322789307818)	(95, 0.08449187482036116)	(100, 0.09728365455245787)	(105, 0.11691514681498054)	(110, 0.14240035359519712)	(115, 0.17296184387855734)	(120, 0.2068895659738066)	(125, 0.23497148130484752)	(130, 0.26846427695839037)	(135, 0.309878170431511)	(140, 0.3403002865596881)
SRR29492985_2 - illumina_universal_adapter	(1, 0.0073443260497240035)	(2, 0.007378922471223376)	(3, 0.00738880716308034)	(4, 0.0074061053738300265)	(5, 0.0074110477197585085)	(6, 0.0074110477197585085)	(7, 0.007413518892722749)	(8, 0.007413518892722749)	(9, 0.007413518892722749)	(10, 0.0074664019941575056)	(15, 0.007587489469405311)	(20, 0.008182547919194521)	(25, 0.009949436588626778)	(30, 0.013941863629654402)	(35, 0.019531656874767354)	(40, 0.028031997637163263)	(45, 0.03884090818275303)	(50, 0.05338870342323929)	(55, 0.07501146686034732)	(60, 0.10595944859531485)	(65, 0.14246608679604594)	(70, 0.1828366510436641)	(75, 0.23407148011127096)	(80, 0.29934553702332345)	(85, 0.3834528973304487)	(90, 0.4963484342017949)	(95, 0.6628901707192545)	(100, 0.8876893156341007)	(105, 1.2019770471030031)	(110, 1.601883014029368)	(115, 2.1247352725072397)	(120, 2.7423817258933925)	(125, 3.451037031441203)	(130, 4.252614371259587)	(135, 5.152440605790259)	(140, 5.750955732321852)
SRR29492985_2 - polya	(1, 0.22915681131998866)	(2, 0.23844100814664176)	(3, 0.24770296441661674)	(4, 0.2631626224809079)	(5, 0.2720514316332825)	(6, 0.2805547378032355)	(7, 0.2920160380113848)	(8, 0.3086470320607262)	(9, 0.3378587676710181)	(10, 0.39470464207123046)	(15, 0.4619482238357828)	(20, 0.5266781284611094)	(25, 0.5996093619201587)	(30, 0.6687606892131052)	(35, 0.730956653080899)	(40, 0.7845040058084427)	(45, 0.8388475704650645)	(50, 0.8898565343237399)	(55, 0.9469337105134052)	(60, 0.9956108755630227)	(65, 1.0463193447892465)	(70, 1.1031592883743444)	(75, 1.1671532776909201)	(80, 1.2248092025888107)	(85, 1.2860478340502577)	(90, 1.3491126623322787)	(95, 1.4115206528404047)	(100, 1.4681199041787856)	(105, 1.5299165264955583)	(110, 1.5956072231693814)	(115, 1.6563753432984374)	(120, 1.7137090272417907)	(125, 1.7700547362340404)	(130, 1.833255479029095)	(135, 1.8999870337554565)	(140, 1.9336953156914813)
SRR29492985_2 - polyg	(1, 0.39285472199019966)	(2, 0.39603017924924927)	(3, 0.396786358176307)	(4, 0.3972707080772982)	(5, 0.3977600003242179)	(6, 0.3982962448574582)	(7, 0.39885472994737664)	(8, 0.3997789486360027)	(9, 0.40060184923309494)	(10, 0.4031723633504984)	(15, 0.4055768146447048)	(20, 0.40708620709126314)	(25, 0.40843843293729576)	(30, 0.4099829160399463)	(35, 0.41161191325797397)	(40, 0.4137875339356916)	(45, 0.41972180869201975)	(50, 0.4294626782824646)	(55, 0.43996120950374573)	(60, 0.44510223773855256)	(65, 0.44912530732433675)	(70, 0.45640291170402625)	(75, 0.4684029276183802)	(80, 0.4771993149018921)	(85, 0.48465484373500684)	(90, 0.49297281193264186)	(95, 0.5033749674083176)	(100, 0.5165987081745635)	(105, 0.5374909928834419)	(110, 0.5596460469770475)	(115, 0.5868477304982258)	(120, 0.6206672152176413)	(125, 0.6563875261811509)	(130, 0.6993246506694296)	(135, 0.7538604725826696)	(140, 0.7958041855393235)
SRR29492986_1 - illumina_universal_adapter	(1, 0.01234600982546716)	(2, 0.012350338720917885)	(3, 0.01235466761636861)	(4, 0.012358996511819334)	(5, 0.012358996511819334)	(6, 0.012358996511819334)	(7, 0.012358996511819334)	(8, 0.012358996511819334)	(9, 0.012358996511819334)	(10, 0.012369818750446146)	(15, 0.012455097990825425)	(20, 0.012952488078113705)	(25, 0.014394876042295213)	(30, 0.018132877263996088)	(35, 0.023947882522954725)	(40, 0.03328704156834843)	(45, 0.04528414242048717)	(50, 0.06085691091492461)	(55, 0.08479223964107223)	(60, 0.12156014604134849)	(65, 0.16594777421399057)	(70, 0.2144746922166157)	(75, 0.279098607952761)	(80, 0.36233460967929765)	(85, 0.47153662498791704)	(90, 0.6248444573753362)	(95, 0.8502522079423024)	(100, 1.1416435803064868)	(105, 1.5092585766565783)	(110, 1.9647886778258954)	(115, 2.5228231272624706)	(120, 3.1735496176481446)	(125, 3.90167935603005)	(130, 4.7088274533008505)	(135, 5.5922299097152575)	(140, 6.176749407298457)
SRR29492986_1 - polya	(1, 0.292691772557582)	(2, 0.3010248963002273)	(3, 0.3071264744380239)	(4, 0.3173296810153823)	(5, 0.3240243178299282)	(6, 0.32992243788154074)	(7, 0.33727939570004756)	(8, 0.35486769791634243)	(9, 0.37808139977085425)	(10, 0.4150700798391174)	(15, 0.47992515859233154)	(20, 0.5305706380285413)	(25, 0.5768517250713304)	(30, 0.6255331846415464)	(35, 0.6710614767654545)	(40, 0.7290600180142656)	(45, 0.7889082962891714)	(50, 0.8533599219863778)	(55, 0.933684741522302)	(60, 0.9975311876354972)	(65, 1.070078713604649)	(70, 1.1467140155479207)	(75, 1.2197909654306964)	(80, 1.290281400281664)	(85, 1.376816020341653)	(90, 1.4600013739914162)	(95, 1.5477195140676332)	(100, 1.617271444384884)	(105, 1.690823274098604)	(110, 1.7665702866953867)	(115, 1.8455622393220328)	(120, 1.9256489696081673)	(125, 2.00928149815799)	(130, 2.097649838330906)	(135, 2.189280434115488)	(140, 2.2393917278530786)
SRR29492986_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 7.142677493695937e-05)	(4, 0.00033332494970581044)	(5, 0.0003831072473891458)	(6, 0.00043072509734711867)	(7, 0.0004978229768333532)	(8, 0.0006082098108268359)	(9, 0.0007856945243065531)	(10, 0.0011978053712155552)	(15, 0.002010339047316602)	(20, 0.0029886694191804094)	(25, 0.0042483779953413296)	(30, 0.006015433118327198)	(35, 0.008229230251827865)	(40, 0.010762066980046952)	(45, 0.013747706172411852)	(50, 0.016926414101879082)	(55, 0.020070490867740515)	(60, 0.023567372612836014)	(65, 0.028160330686055036)	(70, 0.03326972598654553)	(75, 0.04087040061892816)	(80, 0.05869289607910727)	(85, 0.06950950714183335)	(90, 0.07990275222947855)	(95, 0.09058083863778145)	(100, 0.10300866458726729)	(105, 0.11981776562243174)	(110, 0.14254273518055674)	(115, 0.16885332884051704)	(120, 0.20038543619314164)	(125, 0.22999075218064863)	(130, 0.26639070246761326)	(135, 0.31311030661956074)	(140, 0.3489003155375183)
SRR29492986_2 - illumina_universal_adapter	(1, 0.012638210268391086)	(2, 0.012644703611567172)	(3, 0.012646868059292535)	(4, 0.012657690297919346)	(5, 0.012657690297919346)	(6, 0.012657690297919346)	(7, 0.012662019193370072)	(8, 0.012662019193370072)	(9, 0.012664183641095434)	(10, 0.0127087712642379)	(15, 0.012810933196875004)	(20, 0.0133143837377943)	(25, 0.014879712332776393)	(30, 0.018861863257898147)	(35, 0.02500802901883723)	(40, 0.03481990344745008)	(45, 0.047412660313608565)	(50, 0.06362437377657297)	(55, 0.08844149850603325)	(60, 0.12636045820665723)	(65, 0.17225107887979094)	(70, 0.22264807971712922)	(75, 0.2900269045181158)	(80, 0.3766078437594275)	(85, 0.4897495868177514)	(90, 0.6411760812422858)	(95, 0.8630700673718985)	(100, 1.1559432206488658)	(105, 1.54393692522279)	(110, 2.021524913161275)	(115, 2.6217453145442535)	(120, 3.311055250082238)	(125, 4.075084518437004)	(130, 4.909821965083909)	(135, 5.823121072149657)	(140, 6.426271269973686)
